Time,Command Linear Velocity,Command Angular Velocity,Robot's Linear Velocity,Robot's Angular Velocity
0.1,1.0,-0.3063459098339081,0.7772166059191553,-0.016755720813917453
0.2,1.0,-0.047886431217193604,0.9910332446720858,-0.014777321580196158
0.3,1.0,0.33371642231941223,1.017000673121139,0.1127553439644557
0.4,1.0,0.32108646631240845,0.9992120194408726,0.18196105957133893
0.5,1.0,0.5355494618415833,0.9802593683582888,0.2670124215823233
0.6,1.0,0.44173330068588257,1.0026372173270912,0.31663937581615503
0.7,1.0,0.6013212203979492,0.9947544134220807,0.39130202215803517
0.8,1.0,0.4794869124889374,1.0040917914565868,0.3648101877351924
0.9,1.0,0.2794848680496216,1.0021744948144644,0.28813958054389055
1.0,1.0,0.08030445873737335,1.0066229368759043,0.21084620169051838
1.1,1.0,-0.12818488478660583,1.001932614600368,0.031465867265242656
1.2,1.0,-0.14047428965568542,1.0047550055265277,-0.049688951419761616
1.3,1.0,0.0013412907719612122,1.0021671850184435,-0.03420880230578525
1.4,1.0,-0.004147760570049286,0.992762793404362,-0.03306068138956058
1.5,1.0,0.08471313863992691,1.001572014841587,0.015905159381232777
1.6,1.0,0.04356002062559128,1.0033604193680656,0.005856448330482895
1.7,1.0,-0.03454495221376419,1.0005747039540909,-0.024632532660973337
1.8,1.0,-0.042988263070583344,1.0062598263211016,-0.038196630949085715
1.9,1.0,-0.19065025448799133,0.9964590110541199,-0.10914580417302626
2.0,1.0,-0.14258715510368347,1.0008823279885468,-0.14018178688207975
2.1,1.0,-0.2203247845172882,1.0039256217552142,-0.17839071970815365
2.2,1.0,-0.14881980419158936,0.9978609587610356,-0.16819916290273715
2.3,1.0,-0.08420441299676895,1.0007513465109878,-0.13087964032309593
2.4,1.0,-0.058301396667957306,1.0073985586890999,-0.1086591203400553
2.5,1.0,-0.1458778977394104,1.0007614287855922,-0.12055242765945692
2.6,1.0,-0.09747519344091415,1.0039398711767258,-0.1163514904215564
2.7,1.0,0.06162465363740921,1.000386628875213,-0.02913665340370121
2.8,1.0,0.03382100909948349,1.000024633452746,-0.013964967521101145
2.9,1.0,-0.018651597201824188,0.9998133094310367,-0.011674840323584443
3.0,1.0,-0.025430403649806976,1.0015726815643657,-0.030336427022685342
3.1,1.0,0.03953320533037186,0.9990426677917646,-0.016920302183601143
3.2,1.0,0.029266752302646637,1.0042116187123316,-0.006607698197505155
3.3,1.0,-0.11934161931276321,1.003864942419779,-0.055797131136325916
3.4,1.0,-0.0689195916056633,0.99810850376497,-0.06828134059987659
3.5,1.0,0.1751527488231659,1.0018112539075978,0.05551619200017288
3.6,1.0,0.0952451303601265,0.9971424759837488,0.057636761525262
3.7,1.0,0.1839733123779297,0.997804449968629,0.08822205164993555
3.8,1.0,0.11695686727762222,1.0005849101999469,0.07767982034852257
3.9,1.0,0.3567032516002655,1.000525133874561,0.1820963707967882
4.0,1.0,0.20494404435157776,1.0015502083554146,0.16450607991799207
4.1,1.0,0.009111844003200531,0.9975048388211845,0.06067915416269434
4.2,1.0,0.016983427107334137,1.0058238611931667,0.02072111786876318
4.3,1.0,-0.08809604495763779,1.0004728499782791,-0.04437251580809405
4.4,1.0,-0.040641315281391144,1.0013798527851696,-0.05822720390825717
4.5,1.0,-0.026835165917873383,1.0021456908816162,-0.04883343847243115
4.6,1.0,-0.011860184371471405,0.9921403250054713,-0.045288275382829535
4.7,1.0,0.059803612530231476,1.003840120321593,-0.02077078447511772
4.8,1.0,0.0547666922211647,0.9997927592560981,0.0044906815642839154
4.9,1.0,0.16223114728927612,1.0002189125702845,0.052626906358973026
5.0,1.0,0.10486436635255814,1.0032985663850933,0.0610550106946375
5.1,1.0,-0.11035946756601334,1.0097775972821472,-0.008908799070068902
5.2,1.0,-0.07178204506635666,1.0047380681542168,-0.055145660890595374
5.3,1.0,0.4307278096675873,0.984097434338715,0.1302089674654088
5.4,1.0,0.282222718000412,0.9998849966286825,0.16840448091671711
5.5,1.0,0.22749361395835876,1.0032435799605612,0.16323415316599807
5.6,1.0,0.16803258657455444,1.0042367349992676,0.12447804941587101
5.7,1.0,-0.11212160438299179,1.0086257523374447,0.018386301864480238
5.8,1.0,-0.06226290017366409,1.001232846988274,-0.02785444283374041
5.9,1.0,-0.06901558488607407,1.0039645199508203,-0.05745727367252644
6.0,1.0,-0.03197541832923889,0.9999051731177565,-0.05192300941053649
6.1,1.0,0.06255825608968735,0.9998823996409463,-0.015151809486054392
6.2,1.0,0.05462373048067093,1.002303006511651,0.004608797420464463
6.3,1.0,-0.1764736771583557,0.9990931280282894,-0.0898300557294713
6.4,1.0,-0.1136443093419075,0.9950529690703429,-0.100110801897896
6.5,1.0,0.005844764411449432,0.9953471394051867,-0.07409654341929796
6.6,1.0,-0.002257533371448517,1.002141037080348,-0.05595680188505373
6.7,1.0,0.10611966997385025,1.0108848663808332,0.003897325036577404
6.8,1.0,0.07112317532300949,0.9998865572886488,0.0067951886205143055
6.9,1.0,0.048750393092632294,0.9934121508671402,0.013764464230491047
7.0,1.0,0.04064539074897766,1.0006509460101718,0.016146617754806487
7.1,1.0,0.05213416367769241,1.0021483292101208,0.017873535059290246
7.2,1.0,0.04847002774477005,1.0009749675738024,0.015752561776323323
7.3,1.0,-1.028001308441162,1.033483469733766,-0.22713837594434097
7.4,1.0,-0.9432891607284546,0.98722491192495,-0.4407142832340693
7.5,1.0,-0.8016862869262695,1.011435702960908,-0.5349374625181044
7.6,1.0,-0.591317892074585,1.0109654309186504,-0.5338491476927567
7.7,1.0,-0.354716956615448,1.01443730402204,-0.43177213725424507
7.8,1.0,-0.16300958395004272,1.0035664501509756,-0.2880347549041506
7.9,1.0,-0.0442330464720726,1.0022684418438137,-0.16239500530957868
8.0,1.0,0.018558546900749207,1.0090822918706162,-0.11019259204854562
8.1,1.0,0.0637708231806755,1.001150063092172,-0.05651619744265814
8.2,1.0,0.08745942264795303,1.0057371100494177,-0.004614829694111746
8.3,1.0,0.0728207677602768,0.9946274787263369,0.00902425780580118
8.4,1.0,0.0718531459569931,1.0005506375566586,0.014058649860734075
8.5,1.0,0.08746364712715149,0.9950762302406571,0.022043603196733746
8.6,1.0,0.08197242766618729,0.9981988157237686,0.04265892291100712
8.7,1.0,0.06563318520784378,1.000633026549423,0.02496249271667566
8.8,1.0,0.05628327280282974,1.0035856912635486,0.02520791142776442
8.9,1.0,0.03683807700872421,0.9990640888636466,0.023928587064853294
9.0,1.0,0.025916680693626404,1.0026563709330976,0.012519982854474473
9.1,1.0,0.021326668560504913,0.9955033744873386,-0.004623725964481282
9.2,1.0,0.022920511662960052,1.0006900543340849,-0.010218017713287739
9.3,1.0,0.02680138498544693,1.0030635606661829,-0.007888000710701908
9.4,1.0,0.028919897973537445,0.9976002917843897,-0.004045830611217127
9.5,1.0,0.04616241157054901,0.9989661182798666,0.011908690620503905
9.6,1.0,0.034535594284534454,0.993562944781247,0.006137040535253788
9.7,1.0,0.029271848499774933,1.0015929907422245,0.005769062903331739
9.8,1.0,0.022346429526805878,1.000984293082098,-0.006994927354486502
9.9,1.0,0.02785602957010269,1.0034459427881939,0.0032768267635129985
10.0,1.0,0.017481975257396698,1.0019714431907378,-0.01353192988050782
10.1,1.0,0.014117248356342316,0.9999256585065255,-0.006243737918459965
