,0,0,0
98,8.696392059326172,-0.22077174543931097,-2.7857218386713565
99,8.729597806930542,-0.2265755154114601,-2.8053728143466117
100,8.762784004211426,-0.23955327168449658,-2.8393694067931303
101,8.796050548553467,-0.2562174311550788,-2.8828920053766867
102,8.82948350906372,-0.25796552337450085,-2.912708631825275
103,8.862860918045044,-0.25519130143567326,-2.9308756851139113
104,8.896220445632935,-0.27106751230179377,-2.966885722989715
105,8.929558515548706,-0.27969852014603513,-2.989437060034107
106,8.962929248809814,-0.25885703489750195,-3.0018467300816623
107,8.99620008468628,-0.2610825321164434,-3.0165280863079156
108,9.02966022491455,-0.2557857137396199,-3.0322595545535287
109,9.062862157821655,-0.24890328996537806,-3.0567474346218484
110,9.096378326416016,-0.2197783599598378,-3.119193561219707
111,9.129679918289185,-0.21096481943734813,-3.154471879778769
112,9.162779569625854,-0.22519533149465143,-3.1505684073169586
113,9.196051597595215,-0.219715013317024,-3.1726127114774614
114,9.229527235031128,-0.22436825592162118,-3.223288106890347
115,9.26286506652832,-0.23967861086904577,-3.2542050102158133
116,9.296367645263672,-0.24211072924475463,-3.2631873079369296
117,9.329480409622192,-0.2567846626374773,-3.318077885476174
118,9.362930297851562,-0.25058778966904877,-3.368182256851875
119,9.39633560180664,-0.2518762962924484,-3.3607974059603927
