Time,Command Linear Velocity,Command Angular Velocity,Robot's Linear Velocity,Robot's Angular Velocity
0.115,0,0,0.0,0.0
0.385,1.0,-0.10799272,0.012945386698341287,-0.0013742799047442998
0.455,1.0,-0.117905736,0.03742349447119879,0.0033891596274662596
0.465,1.0,-0.1285648,0.10351840300063339,0.0013212848980524437
0.515,1.0,-0.12966594,0.11271630652425858,0.00035702977518215455
0.615,1.0,-0.1344312,0.15809107692527768,-0.0017832012639974269
0.715,1.0,-0.085262015,0.2565024711856598,-0.0022212542092631578
0.815,1.0,-0.097067624,0.35730558572633014,-0.003235345759192585
0.915,1.0,-0.110707894,0.457702415375291,-0.0005869836397163279
1.015,1.0,-0.12852442,0.5599729016712042,-0.0008375612313303904
1.115,1.0,-0.1428774,0.6589464071402388,0.001257785528469471
1.215,1.0,-0.15547737,0.7593767391826519,0.0015865072492959149
1.315,1.0,-0.18533301,0.8506839923016065,0.0019185146255644352
1.42,1.0,-0.13154317,0.9031929171744094,-0.13362387947917292
1.5150000000000001,1.0,0.25213486,0.9282266485472441,-0.1702781750136812
1.625,1.0,0.5749391,0.952526118874638,-0.05537847010383329
1.7149999999999999,1.0,0.49397823,0.8990862499530474,0.18822089858745922
1.815,1.0,0.13033594,0.880245672528955,0.295267934187099
1.915,1.0,-0.49694452,0.8958138843478146,0.2621883938419216
2.015,1.0,-0.9845168,0.9060936705781988,0.0065536329030002356
2.115,1.0,-0.9372874,0.8986239231668254,-0.18067994060440537
2.215,1.0,-0.4680405,0.8305926995757048,-0.30876830838069547
2.32,1.0,0.36101532,0.7832781233222939,-0.38350028199263925
2.415,1.0,1.1326696,0.8095769138986916,-0.3935524473939113
2.515,1.0,1.5,0.7940411545850972,-0.24589501650224327
2.615,1.0,1.5,0.8015785701792011,0.0005235080587182775
2.715,1.0,1.5,0.8344576936654767,0.28186534175212485
2.815,1.0,1.2504227,0.774225033340506,0.4529227567299641
2.915,1.0,0.30936706,0.6808972839744434,0.5506836202001893
3.015,1.0,-1.0362486,0.679719346283101,0.6728234386353062
3.115,1.0,-1.5,0.6758206134292519,0.521768808369265
3.215,1.0,-1.5,0.701457167384932,0.3389316047793115
3.315,1.0,-1.5,0.7220461745589571,0.10129583129929194
3.415,1.0,-1.5,0.7392731820884014,-0.14001414931294323
3.515,1.0,-1.5,0.6898723767895166,-0.38974806275731133
3.615,1.0,-1.5,0.6832121999158856,-0.6185624281557419
3.715,1.0,-0.6852037,0.7253055490091961,-0.792612665523601
3.815,1.0,1.0887728,0.6407112943371485,-0.8508587141781738
3.915,1.0,1.5,0.712097470436754,-0.6972920101282084
4.015,1.0,1.5,0.7235087798346871,-0.4332843207058256
4.115,1.0,1.5,0.7184050398167604,-0.20825114078772908
4.215,1.0,1.5,0.7190361830576987,0.0006335898394699993
4.315,1.0,1.5,0.6584212430118058,0.2780617123573379
4.415,1.0,1.5,0.6441016632481358,0.5255378861711828
4.515,1.0,1.5,0.6336541679558968,0.7851558969556804
4.63,1.0,0.8721054,0.46665562503577157,0.768143099549488
4.715,1.0,-1.0039141,0.5440670595960843,0.8419459535079641
4.8149999999999995,1.0,-1.5,0.5261908118281785,0.7651091211265891
4.915,1.0,-1.5,0.5670098028396333,0.5819893712033287
5.015,0.6588672,-1.5,0.07830855552466442,-0.04687308651981682
5.115,0.7658291,-1.5,-0.03863178143837629,-0.050492113053015306
5.215,0.82024443,-1.5,-0.013810891102187977,-0.11088245552055195
5.315,0.9177366,-1.5,-0.0035814271082355853,-0.22091531737222952
5.415,1.0,-1.5,0.032140552623799,-0.20188165033336702
5.515,1.0,-1.5,0.04120612384711135,-0.18775217625802135
5.615,1.0,-1.5,0.072949853653068,-0.3767510825113467
5.715,1.0,-1.5,0.357732513682259,-0.571072572427338
5.8149999999999995,1.0,-1.5,0.014714602470020221,0.021217605348078636
5.915,1.0,-1.471333,-0.14219965252813574,-0.33761975368908964
6.015,1.0,-0.98257,0.03691389762561632,0.05281190744694311
6.12,1.0,-0.74696165,0.03200468504522559,0.04802534161815433
6.215,1.0,-0.42644557,0.009108139075711778,-0.30962482794027835
6.315,1.0,-0.14484087,-0.028878990317894253,0.0005222209273159547
6.415,1.0,-0.017019305,0.03174846378621307,0.09190569228407007
6.515,1.0,0.102034,-0.302600842845523,-0.08082527997757363
6.615,1.0,0.11941716,-0.25708879092129494,0.08152900560458488
6.715,1.0,0.041808527,-0.09150945424267554,0.0026915308545104105
6.8149999999999995,1.0,0.06636326,-0.1618482607474143,0.014487354117935539
6.915,1.0,-0.05514084,-0.26051559556650494,0.034202857973113995
7.015,1.0,0.07359286,-0.23877389208725405,0.027954059817324805
7.115,1.0,0.03383125,-0.2482687965908551,0.022303343505574533
7.215,1.0,-0.029581148,-0.24863432228369625,0.0005866090780576921
7.315,1.0,-0.09538041,-0.22841462902054693,-0.007254116628096801
7.415,1.0,0.059552934,-0.19761728680147528,0.00824040335159288
7.515,1.0,0.104703605,-0.16400575232130338,0.010792864870121655
7.615,1.0,0.0024484545,-0.1218267011566049,0.040684539007248374
7.725,1.0,-0.21273054,0.006707062822759069,-0.08587778707413853
7.8149999999999995,1.0,-0.21220598,-0.11390580732270437,0.059105288998610284
7.925,1.0,-0.38916326,0.011956494613913212,0.07130419051569994
8.05,1.0,-0.49531928,0.024824437316875364,0.03140842505732752
8.115,1.0,-0.48205742,0.05335136973560119,-0.01307166733019456
8.215,1.0,-0.44033155,0.06584356936815086,-0.03697142723831637
8.315,1.0,-0.35011432,0.09030100052891735,-0.02504292323285347
8.415,1.0,-0.27272195,0.09387187065642702,0.0009211296004716653
8.515,1.0,-0.25157815,0.09403124166598942,0.023247604466560556
8.615,1.0,-0.28869197,0.0912397629868693,0.026998635371183355
8.72,1.0,-0.3371074,0.08010993974594442,0.03196849642580276
8.815,1.0,-0.351777,0.07368332611542375,0.0020257479422284043
8.915,1.0,-0.3743628,0.071233563184286,-0.0024258862725139805
9.015,1.0,-0.4106168,0.06070044769652806,0.043127344130524846
9.115,1.0,-0.6677318,0.056758121326242195,0.0064827195025466185
9.215,1.0,-0.6951626,0.0478998894083142,-0.006299838568498494
9.315,1.0,-0.7783449,0.07423862983845453,-0.061868889496198495
9.415,1.0,-0.6719553,-0.021835845116112185,-0.08798087255137318
9.515,1.0,-0.49822098,-0.005867867520214417,-0.06147506293079808
9.615,1.0,-0.3722499,-0.00026044548210267526,-0.049182973412583285
9.715,1.0,-0.18465903,0.11288268471989622,-0.12576542123503232
9.815,1.0,0.015599009,-0.07397748368032336,-0.08096659000960502
9.915,1.0,0.21968552,0.04784723908256868,-0.02004128526042592
10.015,1.0,0.1796032,-0.005379305346721512,0.041916697981529534
10.115,1.0,0.10192832,0.031348525245141576,0.10085261346715096
