Epoch	Rews	Lens	RAM	Std	Lr_pi	Lr_vf	Time per ep	Time
0	53.84523320485167	65.62	39.356689453125	0.9974591	0.0003	0.001	14.647011041641235	14.651284217834473
1	57.83002289827767	66.86	40.665771484375	0.996237	0.00029995714285714284	0.0009998571428571428	16.04347038269043	30.695391178131104
2	56.17307946404044	68.25	40.575439453125	0.99515796	0.00029991428571428565	0.0009997142857142856	15.042572975158691	45.7393741607666
3	57.590908001847154	68.35	39.367919921875	0.9931417	0.00029987142857142857	0.0009995714285714287	14.536319971084595	60.27940368652344
4	57.54965590185377	67.4	39.39404296875	0.9899977	0.00029982857142857143	0.0009994285714285715	14.419306993484497	74.70034432411194
5	54.6930933697057	61.58	39.663818359375	0.98728514	0.0002997857142857143	0.0009992857142857143	14.852948188781738	89.55456733703613
6	56.20873405579937	65.26	39.67578125	0.98391837	0.0002997428571428571	0.000999142857142857	14.625508308410645	104.18043899536133
7	59.39381614967011	69.55	39.942626953125	0.9808182	0.00029969999999999997	0.000999	14.84918212890625	119.02973198890686
8	55.57076993480018	65.33	39.462158203125	0.97754997	0.00029965714285714283	0.000998857142857143	15.204850673675537	134.23546409606934
9	69.60317294989736	79.15	40.71337890625	0.9745727	0.0002996142857142857	0.0009987142857142857	15.137758016586304	149.3739411830902
10	61.35006883451968	69.97	39.98876953125	0.9722629	0.00029957142857142856	0.0009985714285714285	14.656879425048828	164.03153133392334
11	62.108780071333	71.62	40.4951171875	0.969769	0.0002995285714285714	0.0009984285714285716	15.227588415145874	179.25966882705688
12	68.7715145684875	79.02	40.042236328125	0.9669613	0.0002994857142857143	0.0009982857142857144	14.52252745628357	193.78349471092224
13	65.60351355811342	75.59	40.812255859375	0.96352524	0.0002994428571428571	0.0009981428571428572	14.971628427505493	208.75592947006226
14	78.45362310064928	87.1	39.81982421875	0.9604123	0.00029939999999999996	0.000998	14.546772241592407	223.30403017997742
15	69.87184903875874	80.38	40.5654296875	0.9566972	0.0002993571428571428	0.000997857142857143	15.245705842971802	238.55053305625916
16	71.86616162301537	80.89	39.83740234375	0.95376986	0.0002993142857142857	0.0009977142857142856	14.603897333145142	253.15517926216125
