Epoch	Rews	Lens	RAM	Std	Lr_pi	Lr_vf	Time per ep	Time
0	46.79004523538347	57.76	37.347412109375	0.9977363	0.0003	0.001	55.7037079334259	55.70677995681763
1	54.725780559620546	65.25	37.426513671875	0.9957879	0.00029995714285714284	0.0009998571428571428	53.491435289382935	109.21248817443848
2	55.630363635963114	67.46	37.468017578125	0.99396664	0.00029991428571428565	0.0009997142857142856	54.04622554779053	163.26047682762146
3	55.457955019582045	64.76	37.4912109375	0.99064374	0.00029987142857142857	0.0009995714285714287	53.030303716659546	216.29251527786255
4	59.72865579145815	68.82	38.5029296875	0.9876136	0.00029982857142857143	0.0009994285714285715	55.522082805633545	271.81649518013
5	56.256835430655904	67.64	38.269775390625	0.9846626	0.0002997857142857143	0.0009992857142857143	53.30610942840576	325.1244809627533
6	57.96723098100739	67.61	38.288818359375	0.9817085	0.0002997428571428571	0.000999142857142857	53.25103807449341	378.37693786621094
7	60.011701157286865	69.67	38.3056640625	0.978643	0.00029969999999999997	0.000999	52.86269569396973	431.248007774353
8	59.62939804088649	69.74	37.577880859375	0.9759758	0.00029965714285714283	0.000998857142857143	53.65874528884888	484.9084656238556
9	63.258049967436044	74.09	37.59716796875	0.97222394	0.0002996142857142857	0.0009987142857142857	54.69071841239929	539.6008493900299
10	66.20554544447361	73.12	38.4755859375	0.9691763	0.00029957142857142856	0.0009985714285714285	52.07374906539917	591.6764988899231
11	65.73789373167477	72.68	37.7392578125	0.96515673	0.0002995285714285714	0.0009984285714285716	55.618518352508545	647.296797990799
12	65.8618220262199	75.31	38.25390625	0.96203893	0.0002994857142857143	0.0009982857142857144	54.037853717803955	701.3362662792206
13	64.02403489162667	72.02	37.767333984375	0.9580214	0.0002994428571428571	0.0009981428571428572	54.05259084701538	755.40602684021
14	66.22482981360292	73.9	37.7822265625	0.9545236	0.00029939999999999996	0.000998	55.724719524383545	811.1460978984833
15	73.16356078303858	83.08	38.028564453125	0.9505299	0.0002993571428571428	0.000997857142857143	54.00329566001892	865.1647396087646
16	73.13696271798293	81.83	37.796630859375	0.9469723	0.0002993142857142857	0.0009977142857142856	54.71520376205444	919.8967804908752
17	75.92193634183995	84.74	38.8271484375	0.9435342	0.00029927142857142855	0.0009975714285714286	52.86433744430542	972.7628421783447
