seed,policy,steps,total_reward,valid_scenario,titan_success,spot_success,team_success,titan_failed,spot_failed,titan_wall_collision,spot_wall_collision,titan_robot_collision,spot_robot_collision,titan_tipped,spot_tipped,titan_goal_step,spot_goal_step,titan_final_goal_distance,spot_final_goal_distance,min_robot_distance,titan_action_mae,spot_action_mae
3023760284,ppo,200,2296.9084408960134,True,True,True,True,True,False,True,False,False,False,False,False,121,107,3.1962752035334763,1.3387730741224884,1.573898434638977,,
3023760284,depth4_e,125,141.40088560776104,True,False,False,False,True,True,False,False,True,True,False,False,,,4.533181028907212,5.393532801958676,1.2141289710998535,0.8744906190685574,1.075628457644063
3023760284,depth6_e,200,1219.0430383700188,True,False,True,False,True,False,True,False,False,False,True,False,,129,4.076926176685246,2.8902223203104818,1.8758331537246704,0.7097149377634311,0.5139965734291063
3023760284,high_fidelity_e,87,83.16358594570494,True,False,False,False,True,True,False,False,True,True,False,False,,,4.980665395881138,4.697064835222374,1.3068009614944458,0.7463849858469521,0.8705352434514501
359937993,ppo,200,1200.2266092016355,True,False,True,False,True,False,True,False,False,False,False,False,,108,4.806889941639261,1.4328311693498446,1.7174270153045654,,
359937993,depth4_e,107,110.81090886189145,True,False,False,False,True,True,False,False,True,True,False,False,,,5.332139689355037,4.734486627537875,1.1496995687484741,0.7810796766016385,0.9086354763555253
359937993,depth6_e,200,1232.858302892028,True,False,True,False,True,False,True,False,False,False,True,False,,120,4.617126893112048,2.237435416489617,1.6874666213989258,0.76932020050583,0.42210294913396273
359937993,high_fidelity_e,200,1223.4460357759297,True,False,True,False,True,False,True,False,False,False,True,False,,115,4.617126893112048,1.914146152753269,1.7051714658737183,0.8403657340167512,0.4088928076692102
2846745586,ppo,200,1153.9002145374945,True,False,True,False,True,False,True,False,False,False,True,False,,105,4.246962023626814,1.1205650967012009,1.7253724336624146,,
2846745586,depth4_e,109,127.18984350514793,True,False,False,False,True,True,False,False,True,True,False,False,,,4.6471005130751,5.233488515619204,1.1265069246292114,0.8823956091284267,1.0103386192558907
2846745586,depth6_e,114,135.15134272260843,True,False,False,False,True,True,False,False,True,True,False,False,,,5.774266312774783,5.511036009066948,1.3317033052444458,0.9068364889954156,1.018448540100352
2846745586,high_fidelity_e,124,141.10732182893057,True,False,False,False,True,True,False,False,True,True,False,False,,,5.0294728051333095,4.719793578230557,1.353057861328125,0.8957994649839983,0.9873029998450368
259550170,ppo,200,1152.6973460207685,True,False,True,False,True,False,True,False,False,False,True,False,,107,5.223083561759137,1.1322300852420568,1.5388184785842896,,
259550170,depth4_e,101,84.0285201960019,True,False,False,False,True,True,False,False,True,True,False,False,,,5.718154895803501,3.8478547120205526,1.1153062582015991,0.47369429362470594,0.8400107255624772
259550170,depth6_e,200,1244.4134736995113,True,False,True,False,True,False,True,False,False,False,True,False,,125,5.09620648796089,2.701163902850359,1.6672799587249756,0.6939369305134929,0.46270090905053757
259550170,high_fidelity_e,200,1229.0382867284225,True,False,True,False,True,False,True,False,False,False,True,False,,106,5.09620648796089,1.0730714959402072,1.6875813007354736,0.721491931362861,0.3414195611883366
1466815059,ppo,200,1165.5779876529057,True,False,True,False,True,False,True,False,False,False,True,False,,105,4.741146817685943,1.0589068565393727,1.3441120386123657,,
1466815059,depth4_e,98,95.97748015830489,True,False,False,False,True,True,False,False,True,True,False,False,,,5.4241998580509305,4.632879145474091,1.1624835729599,0.7676295512242892,0.8419368813176934
1466815059,depth6_e,200,1260.0635962261051,True,False,True,False,True,False,True,False,False,False,True,False,,129,4.630161949263085,2.8411188390035367,1.2714556455612183,0.7438288529639953,0.49350695610285195
1466815059,high_fidelity_e,104,100.12129679718534,True,False,False,False,True,True,False,False,True,True,False,False,,,5.887845261787389,4.402218846620487,1.2760579586029053,0.7097985201236965,0.6828338488701562
2388859264,ppo,200,1232.1661968965382,True,False,True,False,True,False,True,False,False,False,False,False,,105,4.321623810899168,1.182922233475557,1.9238200187683105,,
2388859264,depth4_e,123,134.63627196740333,True,False,False,False,True,True,False,False,True,True,False,False,,,4.579869180669129,5.453518214796588,1.242227554321289,0.9264650815078053,1.086339852650739
2388859264,depth6_e,200,1226.1182441801413,True,False,True,False,True,False,True,False,False,False,True,False,,133,4.063427966140165,4.9834496948336096,2.449085235595703,0.7659644687084665,0.8292123601211017
2388859264,high_fidelity_e,116,123.04277589348085,True,False,False,False,True,True,False,False,True,True,False,False,,,4.8510112771486025,5.323034337568114,1.1497873067855835,0.9187719181929451,1.1212706259034086
1957859032,ppo,66,70.00182501661962,True,False,False,False,True,True,True,False,False,True,True,False,,,5.4736824912780735,4.006210101767523,0.8412030935287476,,
1957859032,depth4_e,74,69.0135504641112,True,False,False,False,True,True,True,False,False,True,True,False,,,5.486854143520995,5.470619588585386,1.4352151155471802,0.5751219354100038,0.8787424899812414
1957859032,depth6_e,54,61.01539795749092,True,False,False,False,True,True,True,False,False,True,False,False,,,5.56239743128915,4.749458624565707,0.9468899369239807,0.31766292903965987,0.8771242777093035
1957859032,high_fidelity_e,51,60.742694367262075,True,False,False,False,True,True,True,False,False,True,False,False,,,5.594173976118961,4.6271923017574865,0.9276683926582336,0.3057645360193175,0.9341925172313782
2264087928,ppo,200,2186.1243638700994,True,False,True,False,True,False,True,False,False,False,True,False,,105,4.7441876628571995,0.9675591497731599,1.6006497144699097,,
2264087928,depth4_e,104,126.2218997223555,True,False,False,False,True,True,False,False,True,True,False,False,,,5.322211483274196,4.052453704923106,1.3219267129898071,0.61794395603748,0.9248694036978684
2264087928,depth6_e,200,1272.3921669446847,True,False,True,False,True,False,True,False,False,False,True,False,,131,4.631586238366678,2.8899025116738217,1.5246435403823853,0.8950499631069302,0.6372602879905285
2264087928,high_fidelity_e,200,1264.3438546535535,True,False,True,False,True,False,True,False,False,False,True,False,,119,4.631586238366678,2.0523626860288986,1.5870780944824219,0.9347169532606873,0.3959035997197891
1183243194,ppo,200,2164.7529999498383,True,False,True,False,True,False,True,False,False,False,True,False,,104,4.241661929768871,7.927032586632935,1.4709336757659912,,
1183243194,depth4_e,100,112.21496087421221,True,False,False,False,True,True,False,False,True,True,False,False,,,4.625211437936552,5.2235468866782035,1.1465831995010376,1.0107470797864317,0.9410614116603935
1183243194,depth6_e,200,1235.7002862714903,True,False,True,False,True,False,True,False,False,False,True,False,,136,4.161583601619633,3.3298103686080527,1.4660751819610596,0.780884774141559,0.4676516552083245
1183243194,high_fidelity_e,103,113.89431494911503,True,False,False,False,True,True,False,False,True,True,False,False,,,4.9588990466993765,4.717613549763992,1.3297971487045288,0.8696483268992494,0.8771561858930476
1204448323,ppo,65,54.04927171996786,True,False,False,False,True,True,True,False,False,True,True,False,,,5.304474230091693,5.603893433943878,1.530645728111267,,
1204448323,depth4_e,85,65.84731044942401,True,False,False,False,True,True,True,False,False,True,True,False,,,5.312616698071278,5.5715997633126575,1.4444881677627563,0.4377315894895476,1.0919486863623986
1204448323,depth6_e,39,40.61734270253962,True,False,False,False,True,True,True,False,False,True,False,False,,,5.448794603772253,5.817431600680873,1.5709047317504883,0.26458125680844635,0.5453001649454671
1204448323,high_fidelity_e,46,39.39916458059999,True,False,False,False,True,True,True,False,True,True,False,False,,,5.449522410164913,5.133613589243317,1.040496826171875,0.2908572292721468,0.8925640382377871
1510381747,ppo,79,68.0566053861048,True,False,False,False,True,True,True,False,False,True,True,False,,,4.35658662049307,6.639264927778639,1.4959790706634521,,
1510381747,depth4_e,57,56.69659431590453,True,False,False,False,True,True,True,False,False,True,False,False,,,4.468833339320067,6.766763470826564,1.48415207862854,0.36944006756993397,0.49423018088405646
1510381747,depth6_e,36,32.65034346725258,True,False,False,False,True,True,False,False,True,True,False,False,,,5.392876455849886,6.251205653924302,0.7444206476211548,0.3165513263299584,0.7094692223009025
1510381747,high_fidelity_e,62,63.1458800673703,True,False,False,False,True,True,True,False,False,True,False,False,,,4.4092957703765725,6.603458683289213,1.3972625732421875,0.3919559310356052,0.46187418978046646
621216925,ppo,200,1181.5126459210821,True,False,True,False,True,False,True,False,False,False,True,False,,110,4.736467106236069,1.499408011026409,1.3929609060287476,,
621216925,depth4_e,103,106.81166862034397,True,False,False,False,True,True,False,False,True,True,False,False,,,5.1005625929653355,4.730399109474529,1.134844422340393,0.722751180267752,0.9091288656948682
621216925,depth6_e,200,1289.2444476743717,True,False,True,False,True,False,True,False,False,False,False,False,,139,4.650848570731011,3.543724903308848,1.35201895236969,0.760679095195255,0.47212437707470484
621216925,high_fidelity_e,200,1320.1085865000846,True,False,True,False,True,False,True,False,False,False,False,False,,105,4.650848570731011,1.1858765377178004,1.3658839464187622,0.8054559775652541,0.3184790087035875
2950735682,ppo,200,22.055478234896583,True,False,False,False,True,False,True,False,False,False,True,False,,,4.482564957679948,6.65301984651843,1.3034979104995728,,
2950735682,depth4_e,69,69.18016346872776,True,False,False,False,True,True,True,False,False,True,True,False,,,4.536963810509134,6.578290928008549,1.505885124206543,0.3748178249003376,0.5680359124079619
2950735682,depth6_e,46,63.149257629270224,True,False,False,False,True,True,True,False,True,True,False,False,,,4.697928232487819,5.099305869648181,0.9255121946334839,0.3164337966834873,1.0231685702795361
2950735682,high_fidelity_e,43,57.20804231495656,True,False,False,False,True,True,False,False,True,True,False,False,,,4.924310654562675,5.214463372099625,0.9632018208503723,0.2935905696396748,1.088147866098752
1842788083,ppo,200,1206.9608798723425,True,False,True,False,True,False,True,False,False,False,False,False,,106,4.802978467867497,1.3427514761831119,1.8025422096252441,,
1842788083,depth4_e,115,121.94896004146197,True,False,False,False,True,True,False,False,True,True,False,False,,,5.126968147208266,4.747403387169161,1.1391675472259521,0.7540254274943715,0.9416137262512747
1842788083,depth6_e,101,110.57433871883853,True,False,False,False,True,True,False,False,True,True,False,False,,,5.511198686685389,4.481212387304751,1.1854809522628784,0.6942008560702047,0.8662445005585525
1842788083,high_fidelity_e,200,1229.707709940228,True,False,True,False,True,False,True,False,False,False,True,False,,105,4.574585850616359,1.2317252973761053,2.0509450435638428,0.7669943095897637,0.3854080681790735
1751740158,ppo,50,49.436225281578615,True,False,False,False,True,True,True,False,False,True,False,False,,,4.90618947011553,6.322470233720949,1.085587501525879,,
1751740158,depth4_e,86,65.49162864734402,True,False,False,False,True,True,True,False,False,True,True,False,,,4.767793439142565,6.144893345263124,1.08560049533844,0.4200558041627545,0.9722610918982912
1751740158,depth6_e,27,-1.9584955447498054,True,False,False,False,True,True,False,False,True,True,False,False,,,6.206986188943206,7.064986218770649,1.0857843160629272,0.20749317102595344,0.8877111914101292
1751740158,high_fidelity_e,34,-1.05875082230747,True,False,False,False,True,True,False,False,True,True,False,False,,,5.681641404167233,6.497751219481108,1.0854015350341797,0.30030645319493743,0.7309975179195906
2036630314,ppo,200,2152.5797254568506,True,False,True,False,True,False,True,False,False,False,True,False,,105,4.240954611715929,0.941466848503944,1.71220064163208,,
2036630314,depth4_e,105,106.1544703807396,True,False,False,False,True,True,False,False,True,True,False,False,,,5.008223518740382,5.218122709071876,1.1679472923278809,0.861162613395116,0.9741548091612674
2036630314,depth6_e,137,148.71339057645233,True,False,False,False,True,True,False,False,True,True,False,False,,,5.1372632685503765,5.499474882061664,1.1662713289260864,0.9558737198377489,1.0368584283762958
2036630314,high_fidelity_e,200,1287.1739798309231,True,False,True,False,True,False,True,False,False,False,False,False,,157,4.2420822144536645,4.969050259461025,1.7561479806900024,0.9090279024129292,0.6925077089469275
3341680283,ppo,200,16.276533892724697,True,False,False,False,True,False,True,False,False,False,True,False,,,4.483541942521648,6.774726653957585,1.3265745639801025,,
3341680283,depth4_e,64,65.27989948976678,True,False,False,False,True,True,True,False,False,True,True,False,,,4.5086802812045805,6.470530892644223,1.3976657390594482,0.4196913207760622,0.6446031503256382
3341680283,depth6_e,41,53.15043680591509,True,False,False,False,True,True,False,False,True,True,False,False,,,5.069469662201843,5.5473072549512,0.9051607251167297,0.35151591052501713,0.8694558209048602
3341680283,high_fidelity_e,41,55.84140766944291,True,False,False,False,True,True,False,False,True,True,False,False,,,5.069469662201843,5.779300557106774,0.8652868270874023,0.35874013222718415,0.7094227016758645
3201278460,ppo,76,60.568741002285556,True,False,False,False,True,True,True,False,False,True,True,False,,,4.792860736503737,6.166407563566036,1.2978407144546509,,
3201278460,depth4_e,58,53.11536821339293,True,False,False,False,True,True,True,False,False,True,False,False,,,4.915030363525432,6.206123893152032,1.2976208925247192,0.34616823552008275,0.6768019942775755
3201278460,depth6_e,39,9.161922110324806,True,False,False,False,True,True,False,False,True,True,False,False,,,5.184949983419038,6.048837635880276,1.1276471614837646,0.3228189296412907,0.8063078177953482
3201278460,high_fidelity_e,31,12.847779524792813,True,False,False,False,True,True,False,False,True,True,False,False,,,5.815855077764187,6.234044915005327,0.9180912375450134,0.30405686875683485,0.7248861231660516
3501497904,ppo,11,-24.554628890735003,True,False,False,False,True,True,False,False,True,True,False,False,,,8.218727748703444,7.464539332617725,0.9831153154373169,,
3501497904,depth4_e,92,70.7133393271784,True,False,False,False,True,True,False,False,True,True,False,False,,,5.690334223130013,3.362349309196197,1.1735960245132446,0.44991691947094775,0.6588334274119166
3501497904,depth6_e,96,109.0011325074262,True,False,False,False,True,True,False,False,True,True,False,False,,,5.831238698543271,3.674108138314489,1.2648403644561768,0.3069203420917443,0.8065915612083105
3501497904,high_fidelity_e,200,1169.3919828474075,True,False,True,False,True,False,True,False,False,False,False,False,,109,5.283031257482261,1.1253803468800896,1.330018162727356,0.46964911458399994,0.44081317108883555
3659559529,ppo,200,1186.366409392028,True,False,True,False,True,False,True,False,False,False,True,False,,112,5.292926674906413,1.6622555419904543,1.656955599784851,,
3659559529,depth4_e,200,1122.2544571462677,True,False,True,False,True,False,True,False,False,False,False,False,,123,5.256860174358088,3.1257611194414365,1.7191455364227295,0.5066132809068417,0.6393731150036243
3659559529,depth6_e,68,74.32352915844723,True,False,False,False,True,True,False,False,True,True,False,False,,,5.596385227127906,4.1824678158716395,1.0742701292037964,0.5400203954894733,0.6020449566024214
3659559529,high_fidelity_e,65,74.3266443427538,True,False,False,False,True,True,False,False,True,True,False,False,,,5.831262183246956,4.065887473085449,1.1390244960784912,0.5441494800404153,0.5127922038330873
386078785,ppo,200,2291.252995728122,True,True,True,True,True,False,True,False,False,False,False,False,122,108,3.2347092158462902,1.3080478989946926,1.5921781063079834,,
386078785,depth4_e,200,1224.4778747170983,True,False,True,False,True,False,True,False,False,False,True,False,,146,4.064015454082722,4.750776243695972,2.5473968982696533,0.8750435593756756,0.7539573367247182
386078785,depth6_e,200,1180.9455177423467,True,False,True,False,True,False,True,False,False,False,True,False,,129,4.064732946255747,5.0573695692361325,2.4189608097076416,0.7582540495317841,0.8713529554915382
386078785,high_fidelity_e,94,99.2142127778545,True,False,False,False,True,True,False,False,True,True,False,False,,,4.9028731492872915,5.14777783221668,1.1164031028747559,0.8508851027112033,1.0290386740319455
1360469419,ppo,200,1199.6665274420266,True,False,True,False,True,False,True,False,False,False,False,False,,110,4.803036314715869,1.5588565994643866,1.697098970413208,,
1360469419,depth4_e,115,127.29915105582057,True,False,False,False,True,True,False,False,True,True,False,False,,,5.135076935476184,4.943588397408798,1.2373138666152954,0.7836219977802704,0.9411187753423755
1360469419,depth6_e,200,1258.703376625067,True,False,True,False,True,False,True,False,False,False,True,False,,121,4.581698575956767,2.3779302816800416,2.001004219055176,0.7512752960961945,0.40829601781176095
1360469419,high_fidelity_e,200,1272.293480355778,True,False,True,False,True,False,True,False,False,False,True,False,,109,4.581698575956767,1.549855933833285,2.0327279567718506,0.7142310221582013,0.42556885633671804
2175515142,ppo,97,68.16950223235403,True,False,False,False,True,True,True,False,False,True,True,False,,,4.814703754252943,6.151218932900977,1.576058030128479,,
2175515142,depth4_e,75,76.82974752980161,True,False,False,False,True,True,True,False,False,True,True,False,,,4.824194595879031,6.092820336454525,1.4683523178100586,0.3758982518571694,0.7917811813893547
2175515142,depth6_e,44,64.49311694427526,True,False,False,False,True,True,True,False,False,True,False,False,,,4.978627522086357,5.554873501131863,0.9694119095802307,0.22473740493483715,0.9046930697132219
2175515142,high_fidelity_e,48,65.1800206719195,True,False,False,False,True,True,True,False,False,True,False,False,,,4.9420183747822835,5.36066491283395,0.8834996819496155,0.24442461081268343,0.9365876396847114
3115208088,ppo,200,1168.919084404887,True,False,True,False,True,False,True,False,False,False,True,False,,108,4.727762233776725,1.3473025461626154,1.4903132915496826,,
3115208088,depth4_e,104,121.92734168515389,True,False,False,False,True,True,False,False,True,True,False,False,,,5.155011804342346,4.727654415188587,1.1402119398117065,0.716418011571255,0.9086164794737063
3115208088,depth6_e,200,1304.5974406573678,True,False,True,False,True,False,True,False,False,False,True,False,,125,4.627491019068238,2.562765278214931,1.3854750394821167,0.8520120289553312,0.410040155600872
3115208088,high_fidelity_e,200,1326.9279193777688,True,False,True,False,True,False,True,False,False,False,True,False,,115,4.627491019068238,2.0155301200543243,1.464648962020874,0.9122687431778184,0.32042815711828176
2875122864,ppo,151,30.300694101385844,True,False,False,False,True,True,True,False,False,True,True,False,,,4.389144153975744,6.70015759726167,1.5076571702957153,,
2875122864,depth4_e,84,84.90365379233084,True,False,False,False,True,True,True,False,False,True,False,False,,,4.362564119910326,6.5798279965471815,1.4444013833999634,0.4780555355265673,0.8147704672614824
2875122864,depth6_e,41,38.535834295037795,True,False,False,False,True,True,False,False,True,True,False,False,,,5.0438705149300125,5.6268226383953515,0.7878427505493164,0.4642583495181458,1.0639210167524613
2875122864,high_fidelity_e,32,29.5512578076819,True,False,False,False,True,True,False,False,True,True,False,False,,,5.754866831057244,6.1802407012360145,0.9552663564682007,0.4708206265503444,0.7665557905759495
1448395656,ppo,200,2329.369274623514,True,True,True,True,True,False,True,False,False,False,False,False,134,105,3.981735435584936,1.2900977623184116,1.9147101640701294,,
1448395656,depth4_e,200,1200.3360568708365,True,False,True,False,True,False,True,False,False,False,True,False,,131,4.558511988003999,5.458387803410801,2.1804983615875244,0.7902604473427992,0.7761804855616924
1448395656,depth6_e,80,88.92998770939572,True,False,False,False,True,True,False,False,True,True,False,False,,,5.497968812857164,5.150035637046422,1.1337342262268066,0.801817358028401,0.9482699779729085
1448395656,high_fidelity_e,200,1187.3243687878462,True,False,True,False,True,False,True,False,False,False,True,False,,114,4.5839357541893095,1.6800256872684103,2.0630617141723633,0.7195491001208966,0.34372683573882523
1848379473,ppo,200,1183.8313065887821,True,False,True,False,True,False,True,False,False,False,True,False,,106,4.763283544784393,1.205892490626739,1.7267414331436157,,
1848379473,depth4_e,111,129.6010270027124,True,False,False,False,True,True,False,False,True,True,False,False,,,5.209626853818838,4.799596856856328,1.1720985174179077,0.7372903145264403,1.0063383407316737
1848379473,depth6_e,70,94.15500772703709,True,False,False,False,True,True,False,False,True,True,False,False,,,5.431411756540861,4.582801013352957,1.183885931968689,0.7066522106582465,0.7342599504055868
1848379473,high_fidelity_e,71,94.64205535899632,True,False,False,False,True,True,False,False,True,True,False,False,,,5.355760519371577,4.602807861281433,1.1317626237869263,0.7198724007532894,0.7078760606159366
1996819572,ppo,200,1237.8135048887175,True,False,True,False,True,False,True,False,False,False,False,False,,102,4.799069616491438,1.134852917606677,1.8234537839889526,,
1996819572,depth4_e,120,115.75716399459552,True,False,False,False,True,True,False,False,True,True,False,False,,,4.999630945297431,3.6419792680162724,1.3783763647079468,0.8831090745785677,1.188223142386993
1996819572,depth6_e,200,1230.1729877529926,True,False,True,False,True,False,True,False,False,False,True,False,,122,4.559916389855679,2.319537909541976,2.335719585418701,0.7272219152331862,0.4770927575549939
1996819572,high_fidelity_e,200,1226.960116076943,True,False,True,False,True,False,True,False,False,False,True,False,,107,4.559916389855679,1.457803095708959,2.3163328170776367,0.7207652933936264,0.46797151840330964
3829123805,ppo,200,1163.9539982909566,True,False,True,False,True,False,True,False,False,False,True,False,,105,4.25147625150393,1.0471570685563052,1.6615684032440186,,
3829123805,depth4_e,102,92.49801337004061,True,False,False,False,True,True,False,False,True,True,False,False,,,5.012516971150633,4.823435998517676,1.297165036201477,0.799536334343194,0.9503240677201356
3829123805,depth6_e,104,89.885911130771,True,False,False,False,True,True,False,False,True,True,False,False,,,5.796615020719498,6.0529814845349525,1.153771996498108,0.9365445931206342,1.0300345651629352
3829123805,high_fidelity_e,116,139.3995844463421,True,False,False,False,True,True,False,False,True,True,False,False,,,4.917051745688543,4.583338174999239,1.365464687347412,0.8407754403415612,0.8999431150896092
3411228394,ppo,65,55.1454614708405,True,False,False,False,True,True,True,False,False,True,True,False,,,5.406944600905586,5.028438533877951,1.1453931331634521,,
3411228394,depth4_e,78,74.3142546447421,True,False,False,False,True,True,True,False,False,True,True,False,,,5.401765245170222,5.519850346047438,1.4318499565124512,0.40535336084413137,1.0450734683910872
3411228394,depth6_e,49,53.53131464599961,True,False,False,False,True,True,True,False,False,True,False,False,,,5.530389369466193,5.083307557736837,1.0804014205932617,0.29052116666883926,0.80337752508303
3411228394,high_fidelity_e,49,44.07513721942456,True,False,False,False,True,True,True,False,True,True,False,False,,,5.530389369466193,5.088323512784162,1.0715522766113281,0.28170908497968605,0.8042550258239626
109400799,ppo,200,1169.5385099016576,True,False,True,False,True,False,True,False,False,False,True,False,,106,4.753928449920572,1.0456837023488201,1.202120304107666,,
109400799,depth4_e,97,112.77000826860692,True,False,False,False,True,True,False,False,True,True,False,False,,,5.168481766822791,4.798098190486527,1.1159000396728516,0.8500119236783735,0.8534834508799853
109400799,depth6_e,93,89.15180200555861,True,False,False,False,True,True,False,False,True,True,False,False,,,5.899688736562917,5.232528421987838,1.107743263244629,0.9383344857645248,0.8211546961984066
109400799,high_fidelity_e,200,1229.6542267581874,True,False,True,False,True,False,True,False,False,False,False,False,,104,4.718235484775789,1.0543266080817282,1.1153861284255981,0.7313827277802558,0.33201189926703195
3230959268,ppo,200,1160.7194084118257,True,False,True,False,True,False,True,False,False,False,True,False,,105,4.254234322672981,1.0340336181235632,1.693691372871399,,
3230959268,depth4_e,109,119.7029713207426,True,False,False,False,True,True,False,False,True,True,False,False,,,4.601423921714843,5.363015522833848,1.1649566888809204,0.9627773703455577,0.9756541267634085
3230959268,depth6_e,200,1292.7577451030595,True,False,True,False,True,False,True,False,False,False,True,False,,123,4.129219280692491,2.4145672980317228,1.7012591361999512,0.8829019920531112,0.5111170983487987
3230959268,high_fidelity_e,122,144.2931538268137,True,False,False,False,True,True,False,False,True,True,False,False,,,4.882015252709398,4.605727752833511,1.3497213125228882,0.8588057683660136,0.9584227452883889
