seed,policy,steps,total_reward,valid_scenario,titan_success,spot_success,team_success,titan_failed,spot_failed,titan_wall_collision,spot_wall_collision,titan_robot_collision,spot_robot_collision,titan_tipped,spot_tipped,titan_goal_step,spot_goal_step,titan_final_goal_distance,spot_final_goal_distance,min_robot_distance,titan_action_mae,spot_action_mae
38,high_fidelity_e,53,77.05369150927385,True,False,False,False,True,True,True,False,False,True,True,False,,,5.031061806473176,4.4754408274900985,0.908268928527832,0.27766074866928153,0.7702975204418033
39,ppo,196,2032.5503176125308,True,True,True,True,True,True,True,False,True,True,False,False,118,108,2.7559620869597463,1.5771883226509134,1.3812108039855957,,
39,depth4_e,121,124.05500127766753,True,False,False,False,True,True,False,False,True,True,False,False,,,4.4407194564419274,5.369927296389688,1.2097376585006714,0.8395270553280698,1.1143800375835353
39,depth6_e,73,95.58931596245316,True,False,False,False,True,True,False,False,True,True,False,False,,,5.222318667453545,5.4889081066014125,1.132690191268921,0.7269989923669471,0.9971944703127432
39,high_fidelity_e,76,98.45532183813874,True,False,False,False,True,True,False,False,True,True,False,False,,,5.003265987387806,4.789753859285498,1.3320246934890747,0.8005636087442207,0.8377459634460573
40,ppo,200,2197.110495936061,True,True,True,True,True,False,True,False,True,False,False,False,121,109,2.767306750500923,1.364865862858356,1.5248100757598877,,
40,depth4_e,119,143.0044633900364,True,False,False,False,True,True,False,False,True,True,False,False,,,4.520162026599848,5.351154787298828,1.227587103843689,0.8821166932936991,1.149697345804305
40,depth6_e,200,1286.1054324505271,True,False,True,False,True,False,True,False,False,False,True,False,,131,4.090731765575044,3.120157888527176,2.110023021697998,0.7914076258509724,0.5142542379303798
40,high_fidelity_e,111,135.74424916993735,True,False,False,False,True,True,False,False,True,True,False,False,,,4.81472739987161,4.588998441030536,1.2879481315612793,0.7001205076821561,0.9977641952820838
41,ppo,200,1233.2542331938203,True,False,True,False,True,False,True,False,False,False,False,False,,109,5.28154202112264,1.6078598814901,1.8261719942092896,,
41,depth4_e,200,1122.5489890209305,True,False,True,False,True,False,True,False,False,False,False,False,,128,5.2494562017459945,5.4922247885447915,2.1508820056915283,0.4344998266753379,0.8596898050416973
41,depth6_e,81,109.3997851735121,True,False,False,False,True,True,False,False,True,True,False,False,,,5.825049814616983,4.202003897678602,1.1260488033294678,0.721055105092825,0.6904078880853066
41,high_fidelity_e,75,90.010091505999,True,False,False,False,True,True,False,False,True,True,False,False,,,6.279320337655408,3.8605001376800616,1.3542462587356567,0.5023311471889457,0.657045363718808
42,ppo,74,74.97007320870938,True,False,False,False,True,True,True,False,False,True,True,False,,,4.8383536507730325,6.197694439200097,1.5740580558776855,,
42,depth4_e,99,75.47252876479384,True,False,False,False,True,True,True,False,False,True,True,False,,,4.8373517712916225,6.103558952908092,1.4844160079956055,0.4531413907956197,0.9255284873743527
42,depth6_e,37,36.57332979733626,True,False,False,False,True,True,False,False,True,True,False,False,,,5.32362391034678,5.71995974021671,0.8645591139793396,0.17848635661234066,0.6786357912600893
42,high_fidelity_e,35,38.83225385203983,True,False,False,False,True,True,False,False,True,True,False,False,,,5.481637516617145,5.790480175122098,0.8316321969032288,0.19115964991955778,0.5954556505032232
43,ppo,200,10.43404479774006,True,False,False,False,True,False,True,False,False,False,True,False,,,4.989348744417558,6.132356512798401,1.5800163745880127,,
43,depth4_e,57,65.66486587129104,True,False,False,False,True,True,True,False,False,True,True,False,,,4.994635417230607,6.020901781833013,1.5159920454025269,0.40299172041665005,0.7893986047674525
43,depth6_e,54,70.8850506903374,True,False,False,False,True,True,True,False,False,True,True,False,,,4.991250782012935,4.699674573846641,0.8005133271217346,0.2162953983647543,0.8792178124352554
43,high_fidelity_e,47,66.42565733474376,True,False,False,False,True,True,True,False,True,True,False,False,,,5.083376836841155,4.800362986207915,0.8046865463256836,0.19075679451501343,0.8126333146580594
44,ppo,124,50.51613309754417,True,False,False,False,True,True,True,False,False,True,True,False,,,4.3296274379656206,6.69655927921927,1.5334471464157104,,
44,depth4_e,97,75.41275719602083,True,False,False,False,True,True,True,False,False,True,True,False,,,4.302836286159893,6.573907472247963,1.3964101076126099,0.4830793069815065,0.8379014126589341
44,depth6_e,36,24.329326587249007,True,False,False,False,True,True,False,False,True,True,False,False,,,5.376754174522918,6.340689249040763,0.7721590995788574,0.3388235490641549,0.5912110580545273
44,high_fidelity_e,34,26.797342589137685,True,False,False,False,True,True,False,False,True,True,False,False,,,5.536629792136075,6.043634842392017,0.9653430581092834,0.2543582482736893,0.8705112272283297
45,ppo,200,22.67721884275747,True,False,False,False,True,False,True,False,False,False,True,False,,,4.522781481285412,6.700353412172008,1.4096910953521729,,
45,depth4_e,70,66.21020129613122,True,False,False,False,True,True,True,False,False,True,True,False,,,4.5685027958727,6.287522987102574,1.2702933549880981,0.38442769112114566,0.7068677271066784
45,depth6_e,51,90.66908268435569,True,False,False,False,True,True,True,False,False,True,False,False,,,4.62769436939645,4.950094876637049,0.9946210980415344,0.2639538203239095,0.8777651109603716
45,high_fidelity_e,45,68.3531912455191,True,False,False,False,True,True,False,False,True,True,False,False,,,4.785062948924511,4.864284532769337,1.1573638916015625,0.2513469163864771,0.9287972537731878
46,ppo,94,60.00885914939108,True,False,False,False,True,True,True,False,False,True,True,False,,,4.587115042221635,5.621779371684584,0.852319598197937,,
46,depth4_e,59,76.31963003025417,True,False,False,False,True,True,True,False,False,True,True,False,,,4.591412303728009,5.639717872055453,0.9381396174430847,0.2655684367202222,0.6063410916684814
46,depth6_e,48,87.70766709540669,True,False,False,False,True,True,True,False,False,True,False,False,,,4.721558920981996,4.9188456798459645,1.0682133436203003,0.31670677310665124,0.8599780108755155
46,high_fidelity_e,48,89.52140880357729,True,False,False,False,True,True,True,False,False,True,False,False,,,4.721558640810984,4.9409468869368265,1.0553061962127686,0.294440655511695,0.8722165424090225
47,ppo,200,2332.370743382049,True,True,True,True,True,False,True,False,False,False,False,False,136,106,4.172837973323505,1.3470642585690642,1.8289220333099365,,
47,depth4_e,200,1181.8732727698514,True,False,True,False,True,False,True,False,False,False,False,False,,111,4.572422086084002,4.966655744809529,2.2283098697662354,0.763367367741879,0.92355739360082
47,depth6_e,100,95.02084273353483,True,False,False,False,True,True,False,False,True,True,False,False,,,5.819254441101632,5.542493054508988,1.2124890089035034,0.883835646407581,0.9201934844463531
47,high_fidelity_e,200,1190.379451737201,True,False,True,False,True,False,True,False,False,False,True,False,,113,4.5550097036313515,4.967850969653192,2.3186583518981934,0.7196056006488272,0.884908471950331
48,ppo,72,83.15457967688855,True,False,False,False,True,True,True,False,False,True,True,False,,,5.540959937089788,3.4950812013388077,0.9496145248413086,,
48,depth4_e,109,64.53637491615171,True,False,False,False,True,True,True,False,False,True,True,False,,,5.534564567384772,5.452820939309459,1.4646222591400146,0.42237960452711903,0.8600488199096102
48,depth6_e,51,58.80096253446958,True,False,False,False,True,True,True,False,False,True,False,False,,,5.6384464087292745,4.6279693901238375,0.8806301951408386,0.25433028411598196,0.8656875293534975
48,high_fidelity_e,56,65.34343562779578,True,False,False,False,True,True,True,False,False,True,False,False,,,5.570114587394169,4.080547716555372,0.8983328342437744,0.26502849902536635,0.8569638983368867
49,ppo,58,63.92909207971916,True,False,False,False,True,True,True,False,False,True,False,False,,,4.951842507895376,6.193964726771836,1.4693740606307983,,
49,depth4_e,56,56.11299517391129,True,False,False,False,True,True,True,False,False,True,False,False,,,4.952975978239073,6.199815323898822,1.4197555780410767,0.3378795899224677,0.6558659603828956
49,depth6_e,44,58.78300039922921,True,False,False,False,True,True,True,False,False,True,False,False,,,4.964850710201772,5.662296075127862,1.0424340963363647,0.29241500653399055,0.8703762869852505
49,high_fidelity_e,43,58.44421472496218,True,False,False,False,True,True,True,False,True,True,False,False,,,4.9625101575777615,5.415659790661045,0.8854612112045288,0.25506402250534693,0.7693627689523764
